Entity ID,Entity Type,Country Code,Question,Answer
faq-53,FAQ,US,Where can I get a contact lens fitting?,"We are slowly--and safely--starting to reopen some stores, many of which offer contact lens exams. At the moment, we are only conducting exams for existing contact lens wearers. Peruse your options for booking an eye exam (with a contact lens fitting) near you, and browse our Retail page to see about the options near you once more stores reopen. If your contacts prescription is about to expire, we're also offering complimentary virtual vision consultations in select states. Over Google Meet, you can speak with an optometrist about extending your contacts (or glasses) prescription, or about any other vision or eye health concerns you may have. Chat us or call 888.412.9281, any day, 9 a.m.-10 p.m. ET, to discuss setting up a virtual vision consultation."
faq-54,FAQ,US,What types of contacts can I purchase from you?,"Along with Scout by Seeglass, we carry a variety of contact lenses that correct a range of prescriptions. This includes:DAILIES (including Total 1 and AquaComfort Plus)1-Day Acuvue MoistClaritiAcuvue OasysAir OptixBiofinityBiotrue ONEdayChat us, call 888.412.9281, any day, 9:00 a.m.-10:00 p.m. ET, or check our our contacts gallery for more information on availability and pricing!"
faq-55,FAQ,US,What do I need to place an order? ,"To place a new order, you'll need either:Your prescription values, lens brand, and doctor's contact information, orA picture of your official contact lens prescriptionOnce we have this, we'll get everything rolling in no time. After we receive all necessary prescription and billing information, you can expect to receive your contact lenses in 5-7 business days!Need your order sooner? We also have expedited shipping available for an additional $20. This cuts down the turnaround time to three business days once your billing and prescription information has been verified. "
faq-56,FAQ,US,What do I do if I'm experiencing issues with my contact lenses? ,"If you're experiencing any irritation or other issues while wearing your contact lenses, remove your lenses and reach out to your doctor directly.If you received your contact lens prescription at one of our locations, call us at 888.412.9281, 9 a.m.-10 p.m. ET daily to schedule a follow-up appointment. "
faq-57,FAQ,US,How do I obtain an itemized receipt?,"A receipt will be attached to your shipping confirmation email and included with your purchase! If you need another copy, you can access one through your account or email us at customer-support@seeglass.com.  Note: Our receipts for single-vision prescription glasses with polycarbonate lenses do not break down the cost of the frames and lenses separately because they are considered a $95 packaged deal. Most major insurance providers will split the charge 50/50 (between frames and lenses). If you run into any issues, please don't hesitate to reach out to us! "
faq-58,FAQ,US,Do you have gift receipts available?,"Yes we do! Gift receipts are available for eyewear, sunwear, and non-eyewear items such as lens cloths, totes, and frame cases. If you'd like to request a gift receipt, you can access one directly through your account. You can also feel free to chat our team or email us at customer-support@seeglass.com. Note: We do not offer gift receipts for non-returnable items such as gift cards, eye exams, or prescription check services. "
faq-59,FAQ,US,Do you offer gift cards?,Our gift and e-gift cards make great presents. Purchase them here. Note: Physical and e-gift cards are not refundable.
faq-60,FAQ,US,How long will it take for a gift card to arrive?,Your gift card will arrive in five business days.
faq-61,FAQ,US,What can I purchase using a gift card? ,"Our gift cards can be used to purchase the following products and services on our website, app, or at our retail locations: GlassesSunglassesContact lensesAccessories Eye exams "
faq-62,FAQ,US,The fine print:,Some Seeglass locations offer exams through an independent optometrist. Only locations with a Seeglass optometrist will accept gift cards as payment for exams. You can always email us or call 888.412.9281 between 9:00 a.m.-10:00 p.m. ET to double-check! All gift cards are only valid in the country where the card was purchased. 
faq-63,FAQ,US,How does Apple Pay work?,"Apple Pay is an easy way for customers to pay on our mobile app. If you select to use Apple Pay, you can upload your prescription to your account after you order, or email it to customer-support@seeglass.com. Please don't hesitate to get in touch with us if you run into any issues. Please note: Our mobile app is only compatible with iOS (Apple's operating system) at this time."
faq-64,FAQ,US,Does Seeglass have payment plans available?,"Yes! We offer payment plans through Affirm for purchases made on our website and app.At this time, Affirm is not available for customers in West Virginia or Iowa."
faq-65,FAQ,US,What is Affirm?,"Affirm is a company we partner with to offer payment plans for purchasing eyeglasses, sunglasses, contacts, and accessories on our site. This allows customers to split the cost of their order into three interest-free monthly payments, which are handled directly through Affirm. (Loans through Affirm have a 0% APR and no late fees when used to purchase at Seeglass.) Learn more."
faq-66,FAQ,US,How can I order using Affirm?,"When placing an order, select Affirm as your payment method during checkout. You'll be prompted to create an Affirm account and enter a few personal details. They'll notify you within seconds if you've been approved for a loan.(Learn more about Affirm's application process.)Psst. If you're having trouble checking out with Affirm, try clearing your cache, give us a call, or chat us."
faq-67,FAQ,US,Who do I contact about the status of my payments?,"If you place an order using Affirm, you'll need to contact them directly about the status of your payments. We recommend emailing customer-support@seeglass.com or visiting their website."
faq-68,FAQ,US,Can I place an order using Affirm in store or over the phone?,"Affirm is only available on our website, mobile app, and select retail locations at this time."
faq-69,FAQ,US,Do you have an app?,The rumors are true! The Seeglass app is available in the App Store for iOS mobile devices. iPhone users can download our app here.
faq-70,FAQ,US,Do you have an app for Android users? ,The Seeglass app is only available for iPhone users at this time. 
faq-71,FAQ,US,What is Virtual Try-On? ,"Virtual Try-On is a feature in the Seeglass iOS app that allows you to virtually try on eyeglasses and sunglasses--seeing the realistic color, texture, and size of each style--using only an iPhone X (and up)."
faq-72,FAQ,US,How do I access the Virtual Try-On tool? ,"First, make sure that you have the latest version of the Seeglass app installed on your iPhone X (or up). You can download it here.Once you've opened the app, click either the ""Eyeglasses"" or ""Sunglasses"" button at the bottom of the screen. A pop-up will appear with a note introducing Virtual Try-On. Click ""Got it!"" to continue to the gallery--then choose a pair you'd like to try on. You should see a prompt, in blue, within the top third of your screen. Swipe down to virtually try on the frame. You'll then see the frames appear on your face!"
faq-73,FAQ,US,Why is this only available on newer iPhone models? ,"We were only able to build this tool because of the front-facing TrueDepth camera technology introduced on the iPhone X. This camera, when coupled with our own proprietary frame placement and fit system, has the ability to map and measure key facial features. (Cool huh.)"
faq-74,FAQ,US,The frames I want aren't available for Virtual Try-On. ,"We're constantly adding new styles to our Virtual Try-On tool. Hopefully we'll have the frames you're looking for soon! In the meantime, try out our frames in person at a retail location or ship five frames to your home (for free!) using our Home Try-On program. "
faq-75,FAQ,US,What is a flexible spending account?,"Flexible spending accounts (FSA) and health savings accounts (HSA) are programs that allow you to set aside money (before taxes) for specific health care expenses. If you're unsure whether or not you have an FSA or HSA, please check with your employer or insurance carrier. You can also visit our nifty FSA guide here.Don't have an FSA or HSA? You can still apply for reimbursement if you have an out-of-network benefit included in your vision insurance plan. Check out more information on applying for reimbursement here! "
faq-76,FAQ,US,What can I purchase with my FSA?,"Seeglass accepts FSA dollars for all prescription eyewear purchases (including prescription sunglasses and progressives!) and eye exams, as long as your FSA or HSA card is affiliated with a major credit card. "
faq-77,FAQ,US,How can I purchase prescription eyewear using my FSA?,"You can place an order online or at one of our reopened stores using your FSA or HSA card as you would any other credit card, or by giving us a ring at 888.412.9281, any day, 9 a.m.-10 p.m. ET. Make sure you have an up-to-date prescription and a pupillary distance, which can be measured here."
faq-78,FAQ,US,Can I split payment between my FSA and a different card? ,"Yes! If you'd like to use your FSA or HSA card to pay for a portion of your purchase and apply the remaining balance to a different card, please reach out via chat or call us at 888.412.9281, any day, 9 a.m.-10 p.m. ET. We're happy to set that up!"
faq-79,FAQ,US,Does Seeglass accept insurance?,"We're an in-network provider for vision plans through UnitedHealthcare as well as for select employer groups through Davis Vision. You can learn more about using your insurance benefits here.For all other carriers, Seeglass is considered an out-of-network provider. You can apply for reimbursement for your Seeglass purchase if you have an out-of-network benefit included in your vision insurance plan. (Most vision insurance plans do.) If the form asks for a provider name, ours is JAND, Inc. (named for the initials of our four founders!). Check out more instructions on applying for out-of-network reimbursement on our Insurance page. If you have a flexible spending account (FSA) or health savings account (HSA), you can also use it to purchase prescription glasses and prescription sunglasses--as long as your FSA or HSA account is affiliated with a major credit card. Learn more!"
faq-80,FAQ,US,What products can I purchase through my insurance?,"Many plans cover prescription eyeglasses, prescription sunglasses, contact lenses, and/or an annual exam. Non-prescription sunglasses, however, cannot be purchased as part of an insurance claim. Contact your insurance carrier to confirm the exact details of your plan."
faq-81,FAQ,US,Can I use my benefits to pay for an eye exam?,"Most likely, yes! Most plans cover one exam annually, but each plan is different so please check with your carrier. "
faq-82,FAQ,US,Can I use my benefits to pay for Prescription Check?,"The cost of our In-store Prescription Check or Prescription Check app may be covered by your insurance carrier, FSA dollars, or HSA dollars. Check with your carrier directly to see if you are eligible!"
faq-83,FAQ,US,What will I need to provide to set up an order using my insurance benefits?,"We will need to verify your insurance carrier and eligibility. We'll need one of the following combinations of information:LocationUnitedHealthcareDavis VisionIn-store or over the phone:First name, last name, date of birth, zip codeFirst name, last name, date of birth, Member IDOnline:First name, last name, date of birth, Member IDFirst name, last name, date of birth, Member ID"
faq-84,FAQ,US,Where can I locate my member ID?,"UnitedHealthcare: Your UnitedHealthcare Member ID can be found on your insurance card or in your member portal on UnitedHealthcare's website at www.myuhcvision.com. If you can't locate this information, stop by a store or give us a call at 888.412.9281, any day of the week from 9 a.m. to 10 p.m. ET. We'll connect you with an expert who can help you check your eligibility. Davis Vision: Your Member ID can be found on your insurance card or in 
your member portal on Davis's website at davisvision.com. If you can't locate this information, you 
can call Davis Vision directly at 800.999.5431."
faq-85,FAQ,US,How can I view my previous order information? ,"If you've ordered from us previously or created an online customer account, any applicable order information will be viewable in your online account. An account is created any time you place an order with us and provide your email address at a store or online. You can view this information here. (If logging in for the first time, you may have to click ""Forgot password?"" to create your login credentials.) "
faq-86,FAQ,US,How can I learn more about Seeglass's collection and use of my personal information?,"If you're curious about how your information is used and how to access and/or delete it, please view our Privacy Policy. "
faq-87,FAQ,US,Why does your site say my password has been compromised? ,"For the safety of our customers, we check all new passwords against a database of known compromised passwords. The password you entered matches one that has been compromised on a different website, which may or may not be associated with your personal information. As an extra precaution, we ask that our customers create a unique password that doesn't match any known compromised passwords. We recommend that you create a password that you haven't used anywhere else with a mix of symbols, letters, and numbers. As always, it's important that you don't share your new login information with anyone. Learn more here about whether the password is associated with any of your other personal information. "
faq-88,FAQ,US,How do I report a bug or security vulnerability to Seeglass?,"We work continuously to make sure our environment is safe, and we take the security of our data seriously. If you've discovered a potential bug or security vulnerability associated with a Seeglass system, we want to hear from you. Describe the potential issue in detail with supporting evidence so that our information risk experts can analyze the situation, and email your report to customer-support@seeglass.com.We do not offer any monetary compensation, only our most sincere appreciation for your responsible disclosure on behalf of our customers, employees, and the greater security community. "
